,name,position,club,division,based,nation,age,preferredfoot,preferredfootsimple,bestpos,bestpossimple,bestrole,value,wage,ca,pa,1v1,cor,cro,dri,fin,fir,fre,hea,lon,lth,mar,pas,pen,tck,tec,agg,ant,bra,cmp,cnt,dec,det,fla,ldr,otb,pos,tea,vis,wor,acc,aer,agi,bal,height,jum,nat,pac,sta,str,weight,cmd,com,ecc,han,kic,pun,ref,thr,tro
11799,Ben Elliott,"DM, M (C)",Chelsea,English Premier Division,England (Premier Division),ENG,16,Right,Right,M (C),M,AP,0,120,57,128,1,4,6,12,8,10,6,3,10,1,8,9,4,13,14,5,7,7,10,8,7,16,12,5,5,7,8,10,10,11,3,13,4,171,5,15,10,6,4,58,1,2,2,2,3,3,3,1,2
11842,Allan Tchaptchet,D (C),Southampton,English Premier Division,England (Premier Division),FRA,17,Right,Right,D (C),D,NCB,63000,800,72,127,1,7,5,6,5,7,5,10,10,4,8,7,4,9,7,10,10,9,8,12,8,16,1,11,8,9,10,8,11,14,1,7,12,182,13,7,13,9,10,86,1,2,2,3,3,3,1,3,3
11914,Charlie McCann,M (C),Man Utd,English Premier Division,England (Premier Division),IRL,17,Right,Right,M (C),M,MEZ,66000,120,72,127,3,6,6,9,8,12,6,5,8,3,7,13,1,7,13,16,11,8,5,7,9,15,14,9,6,5,7,11,12,12,1,10,5,178,5,12,11,7,5,67,4,1,1,2,2,1,1,3,2
12027,Fidel O'Rourke,ST (C),Liverpool,English Premier Division,England (Premier Division),ENG,17,Left,Left,ST (C),ST,P,30000,120,60,127,3,6,7,8,9,14,5,7,5,1,6,7,6,5,9,14,14,7,10,6,4,16,11,12,14,7,6,7,7,13,1,10,7,179,6,12,14,5,6,68,1,2,2,2,2,2,3,3,1
12085,Harry Williams,D (C),West Brom,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,D (C),D,CD,4300,120,45,127,1,4,2,2,4,3,1,13,1,3,13,1,1,11,2,3,9,7,4,7,13,14,1,9,1,7,4,4,5,13,2,9,5,185,10,12,8,4,4,69,3,2,3,1,3,1,1,1,2
12175,Jude Russell,D/WB (R),Crystal Palace,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,D (R),D,FB,42500,120,70,127,3,5,8,11,1,9,3,9,6,7,6,11,1,12,6,9,8,10,9,13,15,17,4,2,6,7,9,3,9,13,1,14,9,182,11,8,13,9,7,73,3,2,1,4,1,3,4,3,2
12213,Layton Ndukwu,"AM (RLC), ST (C)",Leicester,English Premier Division,England (Premier Division),ENG,20,Either,Either,AM (R),AM,IW,240000,3000,86,127,1,7,7,10,6,7,10,7,6,9,6,8,4,7,9,13,7,8,7,9,7,18,12,5,8,8,11,8,7,14,3,10,8,178,8,15,13,11,8,81,3,1,3,3,1,3,4,3,3
12222,Lewis Dobbin,"AM (RLC), ST (C)",Everton,English Premier Division,England (Premier Division),ENG,16,Right,Right,AM (L),AM,IW,100000,120,75,127,3,8,12,7,8,6,6,8,9,6,5,5,6,5,8,6,7,4,7,2,8,18,7,1,8,3,7,7,9,13,2,9,6,176,4,7,12,12,5,64,1,2,1,1,2,3,3,1,3
12359,Oliver Casey,D (C),Leeds,English Premier Division,England (Premier Division),ENG,18,Right,Right,D (C),D,CD,325000,400,95,127,4,4,7,5,1,8,1,14,2,3,14,8,1,10,5,16,12,10,5,7,14,16,1,9,4,14,8,6,9,14,3,14,9,188,14,8,14,6,7,78,2,3,2,3,3,4,1,1,4
12531,Will Fish,D (C),Man Utd,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (C),D,NCB,45000,120,70,127,2,8,6,7,4,7,3,14,5,5,9,6,2,8,6,13,12,12,8,8,8,10,1,8,8,8,9,6,10,14,1,5,12,189,15,12,9,7,10,73,4,1,3,2,1,4,3,2,1
12586,Aiden O'Neill,M/AM (C),Burnley,English Premier Division,England (Premier Division),AUS,20,Right,Right,M (C),M,MEZ,400000,3500,97,126,2,7,10,10,10,10,10,8,9,7,8,12,5,10,13,8,11,9,13,11,10,15,9,9,12,10,11,12,14,11,1,13,10,178,9,10,12,13,10,70,2,2,1,3,3,1,1,2,4
12604,Alex Kirk,D (C),Arsenal,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (C),D,CD,27000,120,60,126,1,2,4,5,4,5,2,12,4,5,11,6,6,12,6,5,7,14,7,9,6,20,2,9,3,10,14,4,10,9,2,8,10,188,13,11,10,10,11,73,4,2,2,2,2,2,2,3,1
12744,Dara O'Shea,D (RC),West Brom,English Premier Division,England (Premier Division),IRL,20,Right,Right,D (C),D,CD,575000,4000,101,126,1,6,6,7,9,9,1,13,3,9,11,10,6,12,9,15,10,12,10,10,9,12,2,12,6,12,13,7,14,12,3,11,13,188,14,12,12,13,12,83,2,3,2,1,2,1,2,1,2
12879,Gaetano Berardi,D (RLC),Leeds,English Premier Division,England (Premier Division),SUI,30,Right,Right,D (R),D,NFB,5500000,9000,123,126,3,2,10,6,3,11,2,11,3,12,14,9,2,16,10,19,13,20,10,14,12,18,2,13,10,13,14,5,18,12,2,10,13,179,10,15,13,17,13,72,1,2,2,1,2,2,1,3,4
13057,Kazeem Olaigbe,"AM (RLC), ST (C)",Southampton,English Premier Division,England (Premier Division),BEL,16,Left Only,Left,ST (C),ST,P,130000,120,78,126,2,9,12,8,12,7,7,7,7,5,4,10,4,5,11,12,14,3,10,6,8,13,9,4,8,2,10,5,10,15,3,11,6,177,8,8,15,5,7,65,2,2,2,1,3,3,3,2,1
13098,Lorent Tolaj,ST (C),Brighton,English Premier Division,England (Premier Division),SUI,17,Left,Left,ST (C),ST,TM,90000,120,74,126,2,5,6,6,13,7,6,10,10,5,6,7,4,6,7,12,9,12,9,9,8,11,5,7,9,7,10,8,12,11,1,4,12,183,12,12,14,14,13,87,3,1,4,2,2,2,1,2,2
13214,Nathan Phillips,D (C),Liverpool,English Premier Division,England (Premier Division),ENG,22,Right,Right,D (C),D,CD,800000,4500,107,126,3,3,6,8,6,9,5,13,6,8,14,10,5,14,9,10,9,16,13,11,10,13,5,9,6,12,14,8,12,11,1,8,10,190,15,11,14,12,15,76,3,2,3,3,4,2,4,3,2
13218,Neil Taylor,D/WB (L),Aston Villa,English Premier Division,England (Premier Division),WAL,30,Left Only,Left,D (L),D,WB,4400000,40000,118,126,3,7,11,12,4,13,6,12,6,4,13,12,5,13,10,15,13,13,12,13,12,14,8,9,13,14,14,10,15,13,2,14,12,175,10,15,14,15,12,64,2,2,4,3,2,4,3,3,1
13272,Peter Gwargis,"M (L), AM (RLC)",Brighton,English Premier Division,England (Premier Division),SWE,18,Left Only,Left,AM (R),AM,IW,575000,500,99,126,1,9,10,13,9,13,9,8,13,6,6,12,9,7,13,8,11,8,11,9,9,12,13,6,11,7,8,13,9,13,4,13,11,180,7,12,12,13,8,69,3,2,4,1,4,1,2,2,2
13294,Reece Devine,D (L),Man Utd,English Premier Division,England (Premier Division),ENG,17,Left,Left,D (L),D,WB,130000,700,80,126,1,9,10,10,4,13,4,10,4,8,11,10,4,13,8,12,8,10,9,9,13,17,7,10,12,8,11,11,11,14,1,7,8,166,5,11,13,11,6,59,1,1,1,2,1,1,1,3,3
13427,Yannick TourÃ©,ST (C),Newcastle,English Premier Division,England (Premier Division),SUI,18,Right,Right,ST (C),ST,P,600000,5000,92,126,2,5,7,10,13,13,7,13,6,1,3,3,5,4,10,4,8,9,7,5,13,12,10,1,13,8,7,4,9,13,1,13,8,186,13,4,13,9,6,78,2,1,1,1,2,1,3,2,3
13444,Dion Rankine,"D (R), WB (RL), M/AM (R)",Chelsea,English Premier Division,England (Premier Division),ENG,16,Right,Right,M (R),M,W,0,120,65,126,1,2,6,8,5,5,5,4,4,5,4,5,3,5,5,10,7,7,6,8,5,13,10,2,5,4,6,8,8,16,2,10,4,166,4,12,15,4,4,55,3,1,1,1,2,3,2,2,3
13445,Karlo Ziger,GK,Chelsea,English Premier Division,England (Premier Division),CRO,18,Right,Right,GK,GK,SK,0,1000,84,126,11,2,3,3,1,6,7,1,3,1,3,7,3,2,3,13,8,12,7,11,10,17,1,7,3,10,9,7,9,13,11,10,5,186,11,12,13,7,9,82,10,9,2,11,12,10,12,9,8
13446,Marcel Lewis,"M (C), AM (RLC)",Chelsea,English Premier Division,England (Premier Division),ENG,17,Either,Either,M (C),M,CAR,0,250,80,126,1,11,10,8,9,8,15,5,12,5,9,7,4,10,10,9,8,8,8,8,8,16,12,5,6,10,6,8,15,15,2,12,7,163,5,16,12,10,7,66,2,2,2,3,1,4,2,1,3
13928,David Martin,GK,West Ham,English Premier Division,England (Premier Division),ENG,33,Right Only,Right,GK,GK,SK,550000,8000,110,125,12,8,3,1,3,7,10,1,1,1,3,12,5,1,9,9,12,10,12,13,13,12,2,12,3,12,14,11,11,8,11,13,11,188,14,12,7,8,13,84,11,14,9,13,13,10,12,9,12
14290,Harry Hagan,D (C),Everton,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (C),D,CD,32500,120,63,125,2,1,1,1,4,5,4,8,4,1,13,2,2,10,5,12,10,8,10,5,10,13,1,11,5,13,5,2,6,10,1,9,6,190,13,11,9,3,12,80,1,2,3,1,3,3,2,2,1
14438,Javi Manquillo,D/WB (R),Newcastle,English Premier Division,England (Premier Division),ESP,25,Right Only,Right,D (R),D,FB,7750000,35000,125,125,1,5,11,12,5,12,7,11,8,12,13,11,7,13,12,13,13,13,14,14,13,16,11,9,13,14,14,9,15,13,1,14,9,180,11,12,15,15,12,63,3,3,1,1,2,2,2,3,2
14514,Jonathan Bond,GK,West Brom,English Premier Division,England (Premier Division),ENG,26,Right Only,Right,GK,GK,SK,1700000,5000,113,125,13,3,3,1,2,6,5,5,1,1,1,10,3,2,10,6,13,12,12,12,11,11,5,6,1,12,10,11,10,10,13,15,12,192,14,13,11,14,12,88,11,11,6,13,12,10,12,13,13
14709,Lee Peltier,D/WB (R),West Brom,English Premier Division,England (Premier Division),ENG,32,Right,Right,D (R),D,FB,3000000,18000,122,125,2,9,10,9,8,12,10,12,4,14,13,10,8,14,10,11,12,16,12,15,11,14,6,13,11,14,13,8,14,12,2,12,14,178,12,12,12,14,12,73,1,3,3,1,2,2,2,3,3
14830,Marc Leonard,AM (C),Brighton,English Premier Division,England (Premier Division),SCO,17,Right,Right,AM (C),AM,AM,83000,750,75,125,1,6,6,8,8,13,6,3,9,2,4,10,5,7,11,5,6,1,9,5,13,9,13,9,9,6,7,12,10,10,3,13,7,167,1,12,13,10,1,55,3,3,1,1,3,1,1,2,1
14925,Mateo Mejia,AM (R),Man Utd,English Premier Division,England (Premier Division),ESP,16,Left,Left,AM (R),AM,IW,50000,120,70,125,1,10,12,12,12,12,6,7,6,4,1,9,7,4,7,12,8,7,10,2,7,14,11,8,10,5,6,5,7,12,1,11,3,189,12,12,12,12,5,72,3,2,3,1,3,1,2,2,2
14944,Matt Macey,GK,Arsenal,English Premier Division,England (Premier Division),ENG,24,Either,Either,GK,GK,G,550000,9000,107,125,8,3,1,1,2,6,5,6,2,1,1,5,2,3,5,8,12,14,10,12,11,16,2,7,1,12,12,6,10,7,19,10,13,201,19,13,6,12,14,97,15,8,6,11,12,7,13,10,9
15085,Nathan Bishop,GK,Man Utd,English Premier Division,England (Premier Division),ENG,19,Right,Right,GK,GK,SK,225000,3000,90,125,12,7,1,2,2,2,10,1,1,3,3,8,2,1,2,3,10,8,8,10,11,9,3,10,11,8,9,8,8,13,12,16,9,185,12,10,10,6,10,72,9,10,7,9,10,5,13,10,10
15208,Pascal Kpohomouh,D (C),Southampton,English Premier Division,England (Premier Division),ENG,17,Right,Right,D (C),D,CD,110000,500,77,125,2,9,6,6,2,7,4,9,8,6,14,7,3,8,9,10,8,9,8,10,9,9,1,13,6,9,10,7,11,15,1,7,11,176,6,11,14,7,10,68,2,2,1,4,1,2,2,2,2
15454,Serine Sanneh,GK,West Ham,English Premier Division,England (Premier Division),ENG,16,Right,Right,GK,GK,SK,9750,120,55,125,6,4,1,3,1,1,6,1,1,2,1,10,3,2,2,7,9,14,3,7,13,15,2,6,2,9,6,5,5,11,7,8,6,189,11,14,12,1,5,71,7,6,4,9,10,14,8,5,12
15473,Simon Moore,GK,Sheff Utd,English Premier Division,England (Premier Division),ENG,29,Right Only,Right,GK,GK,G,4300000,5000,118,125,12,5,3,3,2,7,8,7,3,1,2,9,6,7,8,9,11,14,9,11,11,13,9,10,3,12,10,6,10,9,12,14,13,191,16,12,9,13,14,83,13,15,8,13,13,11,14,12,12
15672,Wes Foderingham,GK,Sheff Utd,English Premier Division,England (Premier Division),ENG,28,Left Only,Left,GK,GK,G,2500000,10000,114,125,8,3,2,3,2,10,5,5,2,3,2,12,1,2,12,10,12,9,10,15,13,12,3,12,1,16,8,14,10,10,10,14,9,183,11,12,10,13,12,72,6,14,4,14,15,14,15,15,9
15741,Zan-Luk Leban,GK,Everton,English Premier Division,England (Premier Division),SVN,16,Right,Right,GK,GK,G,37500,120,70,125,8,3,2,1,1,1,7,1,2,3,2,10,3,3,3,13,7,15,6,9,13,18,1,1,1,7,7,6,5,10,13,8,2,188,11,13,12,1,5,70,6,8,1,13,5,8,13,5,10
15766,Ademipo Odubeko,ST (C),West Ham,English Premier Division,England (Premier Division),IRL,16,Right,Right,ST (C),ST,PF,50000,120,70,124,3,5,3,12,8,10,5,8,6,2,2,6,5,1,12,9,8,6,4,1,12,10,13,3,5,4,5,5,11,14,1,10,9,176,11,8,13,11,11,67,3,4,2,4,2,1,3,2,1
15797,Alex Robertson,M/AM (C),Man City,English Premier Division,England (Premier Division),ENG,16,Right,Right,AM (C),AM,AM,46000,120,68,124,3,6,3,8,8,12,6,1,11,6,5,11,4,5,14,6,7,7,8,6,7,12,13,7,8,8,7,13,5,14,3,10,7,168,6,4,13,6,4,58,3,2,3,1,3,2,2,1,2
16088,Iestyn Hughes,D (R),Man Utd,English Premier Division,England (Premier Division),WAL,16,Right,Right,D (R),D,FB,32500,120,64,124,1,4,7,6,4,12,2,7,5,6,6,12,3,10,11,9,6,6,6,7,11,2,2,9,5,4,7,7,5,13,1,14,7,178,9,9,14,10,4,64,1,2,3,1,3,2,1,1,1
16104,Jackson Smith,GK,Wolves,English Premier Division,England (Premier Division),ENG,17,Right,Right,GK,GK,G,30000,500,65,124,9,1,2,1,1,5,5,1,3,2,2,3,3,1,1,6,10,13,4,13,12,6,1,3,2,7,6,5,5,12,10,8,6,189,7,11,10,3,5,76,9,9,9,13,5,12,13,7,9
16225,Kido Taylor-Hart,"AM (RLC), ST (C)",Arsenal,English Premier Division,England (Premier Division),ENG,16,Right,Right,AM (L),AM,IW,27000,120,58,124,4,3,7,8,7,6,5,6,9,5,4,6,2,4,9,6,5,5,7,5,6,7,14,2,5,4,5,7,6,14,1,9,6,176,7,7,13,8,5,59,3,3,2,3,2,1,2,2,2
16253,Lewis Richards,D (LC),Wolves,English Premier Division,England (Premier Division),ENG,17,Left,Left,D (L),D,FB,34000,650,65,124,2,2,4,5,5,8,6,7,6,1,14,6,4,14,7,3,7,9,8,12,10,1,1,2,4,11,7,4,8,14,4,13,8,182,7,9,10,10,6,72,4,4,3,1,1,3,1,3,1
16308,Mark Helm,M/AM (C),Man Utd,English Premier Division,England (Premier Division),ENG,17,Right,Right,AM (C),AM,AP,40000,750,65,124,1,5,7,7,6,13,12,5,4,5,2,10,1,8,11,11,8,7,7,6,6,7,4,9,6,7,13,13,14,12,3,7,7,173,4,12,10,13,7,65,2,3,1,1,1,1,2,3,1
16441,Owen Hesketh,M/AM (C),Wolves,English Premier Division,England (Premier Division),WAL,16,Right,Right,AM (C),AM,AP,40000,120,65,124,1,6,7,7,12,5,6,6,8,1,2,10,7,6,12,9,4,6,13,4,10,9,12,3,7,4,8,8,11,14,3,14,7,177,8,7,14,7,4,63,3,2,3,3,3,3,1,2,2
16502,Rodel Richards,ST (C),Tottenham,English Premier Division,England (Premier Division),ENG,18,Right,Right,ST (C),ST,P,150000,350,82,124,2,6,6,7,13,9,7,7,7,2,5,7,8,5,10,7,12,10,11,7,9,11,9,6,12,5,8,7,9,13,1,13,11,173,7,9,13,10,9,68,2,1,1,3,4,4,3,3,2
16561,Stefan O'Connor,D (C),Newcastle,English Premier Division,England (Premier Division),ENG,22,Right Only,Right,D (C),D,CD,190000,2000,87,124,1,3,5,7,5,10,5,14,6,5,11,9,5,13,9,11,13,12,10,10,10,17,1,8,7,12,12,6,12,12,2,8,11,188,15,9,13,14,12,83,1,2,1,3,2,3,1,4,2
16583,Tom Cannon,ST (C),Everton,English Premier Division,England (Premier Division),ENG,16,Right,Right,ST (C),ST,TM,30000,120,60,124,2,8,4,6,10,8,8,16,9,3,8,6,2,5,7,9,10,8,7,7,7,14,5,11,7,6,8,7,9,14,3,7,8,174,8,8,13,6,7,63,2,3,3,1,3,2,2,1,3
16795,Conor Coventry,"DM, M (C)",West Ham,English Premier Division,England (Premier Division),IRL,19,Right,Right,M (C),M,CM,800000,5000,106,123,3,6,8,11,11,10,10,10,10,3,9,12,4,12,11,14,12,12,12,12,16,9,8,11,9,12,12,11,14,12,2,11,13,177,8,13,11,13,9,71,2,3,3,2,2,2,1,1,2
16875,Ethan Galbraith,"DM, M (C)",Man Utd,English Premier Division,England (Premier Division),NIR,18,Right,Right,M (C),M,DLP,120000,1000,80,123,3,9,7,9,9,14,6,9,9,8,11,11,9,14,13,7,9,9,8,11,8,13,11,11,6,7,10,14,14,11,2,7,7,176,10,8,10,10,7,70,3,1,1,1,2,4,3,3,3
17237,Nathan Trott,GK,West Ham,English Premier Division,England (Premier Division),ENG,20,Left,Left,GK,GK,G,600000,2500,107,123,12,3,2,1,3,5,5,1,1,3,1,10,5,2,5,12,11,13,9,10,14,11,3,7,1,11,9,8,8,13,13,12,9,185,13,11,14,3,11,72,11,8,5,13,9,6,13,9,5
17330,Romaine Mundle,M/AM (C),Tottenham,English Premier Division,England (Premier Division),ENG,16,Right,Right,M (C),M,CAR,28500,120,60,123,3,2,5,7,7,13,5,5,8,2,7,13,1,7,9,13,4,7,3,6,11,17,17,10,6,4,7,12,11,8,2,9,6,171,2,12,11,11,4,59,1,1,3,3,1,1,4,1,1
17335,Ryan Edmondson,ST (C),Leeds,English Premier Division,England (Premier Division),ENG,18,Right,Right,ST (C),ST,TM,875000,750,107,123,1,2,6,10,13,11,4,14,12,2,4,6,10,4,13,14,12,15,12,8,10,14,11,6,12,6,12,6,13,12,2,10,13,188,14,13,13,13,15,79,4,1,1,1,3,2,2,2,1
17343,Sam Robinson,D (C),Man City,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,D (C),D,CD,36000,1000,65,123,1,6,3,1,1,10,2,8,5,1,14,6,1,13,5,14,8,13,8,8,7,19,1,13,8,7,12,8,13,13,3,7,8,180,8,12,13,8,6,68,2,1,1,2,2,4,3,3,3
17380,Stuart McKinstry,M/AM (RL),Leeds,English Premier Division,England (Premier Division),SCO,16,Either,Either,AM (R),AM,IW,140000,120,79,123,2,9,11,13,7,12,6,1,4,6,4,12,1,7,12,7,5,7,7,4,10,6,12,5,7,3,7,8,5,13,3,13,7,179,3,12,13,9,5,68,3,2,3,3,1,1,2,2,4
17385,Taylor Perry,"DM, M/AM (C)",Wolves,English Premier Division,England (Premier Division),ENG,17,Right,Right,M (C),M,MEZ,66000,750,72,123,2,8,8,12,7,9,9,9,13,6,8,10,6,12,9,7,8,9,11,7,8,2,13,8,5,7,8,9,9,13,2,7,9,179,8,12,12,9,8,70,2,2,2,2,1,2,2,2,3
17450,Zak Brunt,M/AM (C),Sheff Utd,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,M (C),M,BWM,11750,400,60,123,3,7,5,8,9,8,7,5,8,4,7,7,5,8,11,15,10,8,7,9,8,5,13,6,7,7,9,8,13,14,3,10,8,176,9,18,13,10,8,66,3,3,4,1,3,2,2,1,1
17452,Ziyad Larkeche,D (L),Fulham,English Premier Division,England (Premier Division),FRA,16,Left,Left,D (L),D,FB,42500,1300,70,123,2,7,5,7,6,11,2,8,6,2,8,6,4,8,7,10,5,12,8,6,12,7,1,9,10,9,8,10,8,14,1,14,7,180,11,12,14,7,5,65,3,2,2,1,2,1,3,2,4
17600,Caleb Taylor,M (C),West Brom,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,M (C),M,CM,14250,120,57,122,1,6,3,5,7,14,6,5,8,2,9,12,3,4,12,14,6,7,5,6,7,15,7,8,6,6,8,11,12,12,1,12,6,172,4,12,12,9,5,60,3,3,2,2,3,2,2,4,2
17772,Finley Thorndike,"AM (C), ST (C)",West Brom,English Premier Division,England (Premier Division),ENG,17,Right,Right,AM (C),AM,SS,30000,120,60,122,4,5,5,13,10,11,5,7,7,1,4,11,6,6,7,15,7,7,8,6,10,7,8,11,8,3,6,11,7,12,3,8,3,175,5,11,10,8,5,61,1,1,1,1,1,2,3,1,2
17917,James Balagizi,"DM, M (C)",Liverpool,English Premier Division,England (Premier Division),ENG,15,Right,Right,M (C),M,CM,28500,120,70,122,3,3,6,5,7,13,6,6,12,1,5,13,3,11,11,16,7,8,7,8,13,5,1,2,8,4,7,9,11,13,3,12,3,173,6,8,13,8,6,59,2,1,1,2,3,3,1,3,1
17921,James Trafford,GK,Man City,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,GK,GK,SK,30000,120,65,122,10,2,1,3,2,1,1,1,3,2,2,4,3,1,2,8,3,13,4,6,13,17,2,4,1,7,6,4,5,12,9,11,6,187,9,15,10,4,5,70,11,3,6,13,12,12,13,7,14
17937,Jay Stansfield,ST (C),Fulham,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,ST (C),ST,AF,225000,120,85,122,2,8,12,10,12,11,3,10,7,2,4,11,4,1,12,14,9,5,10,5,8,15,11,5,14,6,7,8,8,14,1,13,8,178,9,15,14,7,10,66,3,4,3,3,3,2,3,3,3
17984,Josh Gilchrist,"AM (RLC), ST (C)",Newcastle,English Premier Division,England (Premier Division),ENG,16,Right Only,Right,ST (C),ST,P,22500,120,55,122,3,7,8,8,9,12,6,9,9,4,7,8,2,8,9,15,12,5,8,6,7,2,11,2,7,5,5,7,7,12,3,10,5,176,5,14,12,8,6,58,1,1,3,1,1,4,2,2,1
17985,Josh Wilson-Esbrand,D/WB (L),Man City,English Premier Division,England (Premier Division),ENG,16,Left,Left,D (L),D,FB,37500,120,67,122,3,7,6,5,5,9,5,6,4,7,6,7,4,11,9,7,5,9,8,9,7,11,3,10,7,7,9,9,8,16,2,10,8,179,11,14,15,8,8,66,3,2,3,1,3,3,1,1,2
18064,Lewis Richardson,ST (C),Burnley,English Premier Division,England (Premier Division),ENG,16,Right,Right,ST (C),ST,P,40000,120,65,122,1,6,3,7,12,8,6,14,6,1,1,7,3,1,9,7,8,8,8,5,8,19,7,2,8,2,3,5,10,15,2,12,7,174,9,20,14,8,6,60,1,3,1,2,1,2,3,3,3
18208,Nathan Tella,D/M/AM (R),Southampton,English Premier Division,England (Premier Division),ENG,19,Right,Right,AM (R),AM,W,250000,700,90,122,3,7,11,7,9,10,8,8,7,8,8,6,1,10,7,15,8,9,6,10,9,17,9,9,11,6,10,11,10,16,3,10,6,168,7,7,16,10,7,61,3,3,3,1,2,3,3,2,1
18271,Pascal Struijk,D (C),Leeds,English Premier Division,England (Premier Division),NED,19,Right,Right,D (C),D,CD,475000,750,98,122,1,3,7,9,5,9,4,11,5,5,12,10,4,13,9,8,11,12,12,10,11,11,4,5,7,12,11,8,13,10,1,11,13,190,14,13,11,12,13,75,2,1,3,2,3,2,2,1,1
18306,RaphaÃ«l Nya,"D (RC), WB (R)",Wolves,English Premier Division,England (Premier Division),FRA,19,Right Only,Right,D (C),D,CD,200000,2200,85,122,2,4,6,8,1,10,1,15,3,3,7,10,7,12,9,11,10,10,6,8,13,14,1,6,8,13,9,9,9,15,1,13,9,181,8,10,14,8,7,70,1,2,1,1,3,3,2,2,3
18436,Taylor Gardner-Hickman,M/AM (RL),West Brom,English Premier Division,England (Premier Division),ENG,17,Right,Right,AM (R),AM,W,32000,120,60,122,1,9,13,9,6,13,7,4,5,5,3,9,1,1,11,11,10,5,4,6,13,5,11,2,5,5,7,11,11,13,3,11,3,183,9,14,10,9,3,69,3,2,4,1,2,2,3,1,1
18497,Vontae Daley-Campbell,D/WB (R),Leicester,English Premier Division,England (Premier Division),ENG,18,Right,Right,D (R),D,WB,85000,2000,75,122,2,7,8,7,6,10,4,8,4,8,7,8,4,8,8,11,7,8,8,6,8,5,7,7,8,6,8,6,9,15,1,10,10,176,8,10,14,11,12,72,2,2,1,3,2,2,1,1,1
18541,Charlie Wiggett,D (C),Chelsea,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (C),D,NCB,0,120,60,122,2,8,7,5,3,7,8,9,9,2,9,7,4,9,8,15,10,13,9,8,7,6,4,14,8,7,10,8,12,13,4,7,9,177,9,13,10,7,8,66,1,2,2,3,2,2,3,3,1
18542,Josh Brooking,D (RC),Chelsea,English Premier Division,England (Premier Division),ENG,16,Right,Right,D (R),D,NFB,0,120,60,122,3,6,6,4,1,8,1,12,6,3,10,7,3,11,4,13,8,10,7,5,7,6,1,11,6,7,8,7,7,15,1,10,8,191,12,12,14,10,8,74,2,2,1,1,3,3,2,3,2
18543,Lewis Bate,"DM, M (C)",Chelsea,English Premier Division,England (Premier Division),ENG,16,Left,Left,M (C),M,CM,0,120,75,122,3,9,7,8,9,9,12,9,9,3,6,11,13,8,12,10,10,12,10,7,8,4,1,10,11,7,13,10,14,11,1,12,5,171,6,17,12,9,6,59,2,3,2,1,1,1,3,1,4
18676,Con Ouzounidis,D (C),Everton,English Premier Division,England (Premier Division),AUS,19,Right,Right,D (C),D,CD,135000,1000,80,121,3,7,7,4,2,7,3,14,3,3,14,8,5,14,5,7,11,9,5,13,14,19,1,3,5,14,7,5,8,13,1,11,8,175,4,15,10,5,8,70,3,1,2,2,3,1,1,1,2
18855,Ian Carlo Poveda,AM (RL),Leeds,English Premier Division,England (Premier Division),ENG,19,Left,Left,AM (R),AM,IW,650000,4000,101,121,1,11,10,16,9,11,13,10,12,11,10,9,6,11,14,7,9,9,11,12,9,8,14,3,7,7,8,11,7,14,2,13,13,165,3,7,14,12,7,58,2,2,2,1,2,3,3,2,4
18884,Jacob Wakeling,ST (C),Leicester,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,ST (C),ST,AF,13750,325,45,121,2,1,3,12,12,12,3,12,4,1,1,4,3,1,10,4,5,4,7,3,9,11,13,7,5,3,3,3,4,12,1,12,4,178,3,11,12,7,5,63,3,3,3,2,1,3,3,1,2
18987,Leif Davis,D (LC),Leeds,English Premier Division,England (Premier Division),ENG,19,Left,Left,D (L),D,WB,600000,600,103,121,1,10,12,11,6,9,11,10,6,9,12,11,6,12,9,9,12,13,11,11,11,11,10,5,11,13,13,10,12,12,2,13,12,166,8,13,13,12,10,55,2,3,2,1,2,2,2,3,1
19000,Luca Ashby-Hammond,GK,Fulham,English Premier Division,England (Premier Division),ENG,18,Right,Right,GK,GK,SK,275000,500,95,121,9,3,1,3,1,3,7,1,1,1,1,8,13,1,5,12,10,15,8,14,13,10,1,10,3,9,9,8,8,14,13,12,9,184,6,13,13,3,6,76,8,9,3,13,16,11,8,8,11
19182,Ramello Mitchell,"AM (RL), ST (C)",Southampton,English Premier Division,England (Premier Division),ENG,16,Right,Right,AM (R),AM,W,46000,120,68,121,2,8,13,9,8,7,5,7,6,5,5,6,5,6,9,7,7,1,9,4,6,4,7,11,8,4,6,7,7,15,3,10,5,176,6,11,13,4,5,62,2,2,3,3,3,2,2,4,3
